awardYear,category,id,givenName,familyName,fullName,gender,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1972,Chemistry,243,William H.,Stein,William H. Stein,male,6/25/11,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",2/2/80,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Rockefeller University, New York, NY, USA",,,
1973,Physics,99,Brian D.,Josephson,Brian David Josephson,male,1/4/40,Cardiff,Cardiff,Europe,United Kingdom,United Kingdom,"Cardiff, United Kingdom",,,,,,,,,"University of Cambridge, Cambridge, United Kingdom",,,
1973,Chemistry,244,Ernst Otto,Fischer,Ernst Otto Fischer,male,11/10/18,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",7/23/07,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",,"Technical University, Munich, Germany",,,
1973,Chemistry,245,Geoffrey,Wilkinson,Geoffrey Wilkinson,male,7/14/21,Todmorden,Todmorden,Europe,United Kingdom,United Kingdom,"Todmorden, United Kingdom",9/26/96,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,"Imperial College, London, United Kingdom",,,
1973,Peace,530,Henry,Kissinger,Henry Alfred Kissinger,male,5/27/23,Fürth,Fürth,Europe,Germany,Germany,"Fürth, Germany",,,,,,,,,,,,
1973,Physics,98,Ivar,Giaever,Ivar Giaever,male,4/5/29,Bergen,Bergen,Europe,Norway,Norway,"Bergen, Norway",,,,,,,,,"General Electric Company, Schenectady, NY, USA",,,
1973,Physiology or Medicine,400,Karl,von Frisch,Karl von Frisch,male,1886-11-20,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",6/12/82,Munich,Munich,Europe,West Germany,Germany,"Munich, West Germany (now Germany)",,"Zoologisches Institut der Universität München, Munich, Germany",,,
1973,Physiology or Medicine,401,Konrad,Lorenz,Konrad Lorenz,male,11/7/03,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",2/27/89,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie, Altenberg; Grünau im Almtal, Austria",,,
1973,Peace,531,Le Duc Tho,,Le Duc Tho ,male,10/14/11,Nam Ha province,Nam Ha province,Asia,Vietnam,Vietnam,"Nam Ha province, Vietnam",10/13/90,Hanoi,Hanoi,Asia,Vietnam,Vietnam,"Hanoi, Vietnam",,,,,
1973,Physics,97,Leo,Esaki,Leo Esaki,male,3/12/25,Osaka,Osaka,Asia,Japan,Japan,"Osaka, Japan",,,,,,,,,"IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA",,,
1973,Physiology or Medicine,402,Nikolaas,Tinbergen,Nikolaas Tinbergen,male,4/15/07,the Hague,the Hague,Europe,the Netherlands,the Netherlands,"the Hague, the Netherlands",12/21/88,Oxford,Oxford,Europe,United Kingdom,United Kingdom,"Oxford, United Kingdom",,"University of Oxford, Oxford, United Kingdom",,,
1973,Literature,648,Patrick,White,Patrick White,male,5/28/12,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",9/30/90,Sydney,Sydney,Oceania,Australia,Australia,"Sydney, Australia",,,,,
1973,Economic Sciences,683,Wassily,Leontief,Wassily Wassilyevich Leontief,male,8/5/06,St. Petersburg,St. Petersburg,Europe,Russia,Russia,"St. Petersburg, Russia",2/5/99,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Harvard University, Cambridge, MA, USA",,,
1974,Physiology or Medicine,403,Albert,Claude,Albert Claude,male,1898-08-24,Longlier,Longlier,Europe,Belgium,Belgium,"Longlier, Belgium",5/22/83,Brussels,Brussels,Europe,Belgium,Belgium,"Brussels, Belgium",,"Université Catholique de Louvain, Louvain, Belgium",,,
1974,Physics,101,Antony,Hewish,Antony Hewish,male,5/11/24,Fowey,Fowey,Europe,United Kingdom,United Kingdom,"Fowey, United Kingdom",,,,,,,,,"University of Cambridge, Cambridge, United Kingdom",,,
1974,Physiology or Medicine,404,Christian,de Duve,Christian de Duve,male,10/2/17,Thames Ditton,Thames Ditton,Europe,United Kingdom,United Kingdom,"Thames Ditton, United Kingdom",5/4/13,Nethen,Nethen,Europe,Belgium,Belgium,"Nethen, Belgium",,"Rockefeller University, New York, NY, USA","Université Catholique de Louvain, Louvain, Belgium",,
1974,Peace,533,Eisaku,Sato,Eisaku Sato,male,3/27/01,Tabuse,Tabuse,Asia,Japan,Japan,"Tabuse, Japan",6/3/75,Tokyo,Tokyo,Asia,Japan,Japan,"Tokyo, Japan",,,,,
1974,Literature,649,Eyvind,Johnson,Eyvind Johnson,male,7/29/00,Svartbjörnsbyn,Svartbjörnsbyn,Europe,Sweden,Sweden,"Svartbjörnsbyn, Sweden",8/25/76,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,
1974,Economic Sciences,685,Friedrich,von Hayek,Friedrich August von Hayek,male,1899-05-08,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",3/23/92,Freiburg,Freiburg,Europe,Germany,Germany,"Freiburg, Germany",,,,,
1974,Physiology or Medicine,405,George E.,Palade,George E. Palade,male,11/19/12,Lasi,Lasi,Europe,Romania,Romania,"Lasi, Romania",10/7/08,"Del Mar, CA","Del Mar, CA",North America,USA,USA,"Del Mar, CA, USA",,"Yale University, School of Medicine, New Haven, CT, USA",,,
1974,Economic Sciences,684,Gunnar,Myrdal,Gunnar Myrdal,male,1898-12-06,Skattungbyn,Skattungbyn,Europe,Sweden,Sweden,"Skattungbyn, Sweden",5/17/87,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,
1974,Literature,650,Harry,Martinson,Harry Martinson,male,5/6/04,Jämshög,Jämshög,Europe,Sweden,Sweden,"Jämshög, Sweden",2/11/78,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,
1974,Physics,100,Martin,Ryle,Sir Martin Ryle,male,9/27/18,Brighton,Brighton,Europe,United Kingdom,United Kingdom,"Brighton, United Kingdom",10/14/84,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1974,Chemistry,246,Paul J.,Flory,Paul J. Flory,male,6/19/10,"Sterling, IL","Sterling, IL",North America,USA,USA,"Sterling, IL, USA",9/8/85,"Big Sur, CA","Big Sur, CA",North America,USA,USA,"Big Sur, CA, USA",,"Stanford University, Stanford, CA, USA",,,
1974,Peace,532,Seán,MacBride,Seán MacBride,male,1/26/04,Paris,Paris,Europe,France,France,"Paris, France",1/15/88,Dublin,Dublin,Europe,Ireland,Ireland,"Dublin, Ireland",,,,,
1975,Physics,102,Aage N.,Bohr,Aage Niels Bohr,male,6/19/22,Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",9/8/09,Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",,"Niels Bohr Institute, Copenhagen, Denmark",,,
1975,Peace,534,Andrei,Sakharov,Andrei Dmitrievich Sakharov,male,5/21/21,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",12/14/89,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,,,,
1975,Physics,103,Ben R.,Mottelson,Ben Roy Mottelson,male,7/9/26,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,"Nordita, Copenhagen, Denmark",,,
1975,Physiology or Medicine,406,David,Baltimore,David Baltimore,male,3/7/38,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
1975,Literature,651,Eugenio,Montale,Eugenio Montale,male,1896-10-12,Genoa,Genoa,Europe,Italy,Italy,"Genoa, Italy",9/12/81,Milan,Milan,Europe,Italy,Italy,"Milan, Italy",,,,,
1975,Physiology or Medicine,408,Howard M.,Temin,Howard Martin Temin,male,12/10/34,"Philadelphia, PA","Philadelphia, PA",North America,USA,USA,"Philadelphia, PA, USA",2/9/94,"Madison, WI","Madison, WI",North America,USA,USA,"Madison, WI, USA",,"University of Wisconsin, Madison, WI, USA",,,
1975,Physics,104,James,Rainwater,Leo James Rainwater,male,12/9/17,"Council, ID","Council, ID",North America,USA,USA,"Council, ID, USA",3/31/86,"Yonkers, NY","Yonkers, NY",North America,USA,USA,"Yonkers, NY, USA",,"Columbia University, New York, NY, USA",,,
1975,Chemistry,247,John,Cornforth,John Warcup Cornforth,male,9/7/17,Sydney,Sydney,Oceania,Australia,Australia,"Sydney, Australia",12/8/13,,,,,,N/A,,"University of Sussex, Brighton, United Kingdom",,,
1975,Economic Sciences,686,Leonid Vitaliyevich,Kantorovich,Leonid Vitaliyevich Kantorovich,male,1/19/12,St. Petersburg,St. Petersburg,Europe,Russian Empire,Russia,"St. Petersburg, Russian Empire (now Russia)",4/7/86,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,"Academy of Sciences, Moscow, USSR (now Russia)",,,
1975,Physiology or Medicine,407,Renato,Dulbecco,Renato Dulbecco,male,2/22/14,Catanzaro,Catanzaro,Europe,Italy,Italy,"Catanzaro, Italy",2/19/12,"La Jolla, CA","La Jolla, CA",North America,USA,USA,"La Jolla, CA, USA",,"Imperial Cancer Research Fund Laboratory, London, United Kingdom",,,
1975,Economic Sciences,687,Tjalling C.,Koopmans,Tjalling C. Koopmans,male,8/28/10,'s Graveland,'s Graveland,Europe,the Netherlands,the Netherlands,"'s Graveland, the Netherlands",2/26/85,"New Haven, CT","New Haven, CT",North America,USA,USA,"New Haven, CT, USA",,"Yale University, New Haven, CT, USA",,,
1975,Chemistry,248,Vladimir,Prelog,Vladimir Prelog,male,7/23/06,Sarajevo,Sarajevo,Europe,Austria-Hungary,Bosnia and Herzegovina,"Sarajevo, Austria-Hungary (now Bosnia and Herzegovina)",1/7/98,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,"Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology), Zurich, Switzerland",,,
1976,Physiology or Medicine,409,Baruch S.,Blumberg,Baruch S. Blumberg,male,7/28/25,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",4/5/11,"Moffett Field, CA","Moffett Field, CA",North America,USA,USA,"Moffett Field, CA, USA",,"The Institute for Cancer Research, Philadelphia, PA, USA",,,
1976,Peace,535,Betty,Williams,Elizabeth Williams,female,5/22/43,Belfast,Belfast,Europe,Northern Ireland,Northern Ireland,"Belfast, Northern Ireland",3/17/20,Belfast,Belfast,Europe,Northern Ireland,Northern Ireland,"Belfast, Northern Ireland",,,,,
1976,Physics,105,Burton,Richter,Burton Richter,male,3/22/31,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",7/18/18,"Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,"Stanford Linear Accelerator Center, Stanford, CA, USA",,,
1976,Physiology or Medicine,410,D. Carleton,Gajdusek,D. Carleton Gajdusek,male,9/9/23,"Yonkers, NY","Yonkers, NY",North America,USA,USA,"Yonkers, NY, USA",12/12/08,Tromsø,Tromsø,Europe,Norway,Norway,"Tromsø, Norway",,"National Institutes of Health, Bethesda, MD, USA",,,
1976,Peace,536,Mairead,Corrigan,Mairead Corrigan,female,1/27/44,Belfast,Belfast,Europe,Northern Ireland,Northern Ireland,"Belfast, Northern Ireland",,,,,,,,,,,,
1976,Economic Sciences,688,Milton,Friedman,Milton Friedman,male,7/31/12,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",11/16/06,"San Francisco, CA","San Francisco, CA",North America,USA,USA,"San Francisco, CA, USA",,"University of Chicago, Chicago, IL, USA",,,
1976,Physics,106,Samuel C.C.,Ting,Samuel Chao Chung Ting,male,1/27/36,"Ann Arbor, MI","Ann Arbor, MI",North America,USA,USA,"Ann Arbor, MI, USA",,,,,,,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
1976,Literature,652,Saul,Bellow,Saul Bellow,male,6/10/15,Montreal,Montreal,North America,Canada,Canada,"Montreal, Canada",4/5/05,"Brookline, MA","Brookline, MA",North America,USA,USA,"Brookline, MA, USA",,,,,
1976,Chemistry,249,William,Lipscomb,William N. Lipscomb,male,12/9/19,"Cleveland, OH","Cleveland, OH",North America,USA,USA,"Cleveland, OH, USA",4/14/11,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
1977,Physiology or Medicine,412,Andrew V.,Schally,Andrew V. Schally,male,11/30/26,Wilno,Vilnius,Europe,Poland,Lithuania,"Wilno, Poland (now Vilnius, Lithuania)",,,,,,,,,"Veterans Administration Hospital, New Orleans, LA, USA",,,
1977,Economic Sciences,689,Bertil,Ohlin,Bertil Ohlin,male,1899-04-23,Klippan,Klippan,Europe,Sweden,Sweden,"Klippan, Sweden",8/3/79,Vålådalen,Vålådalen,Europe,Sweden,Sweden,"Vålådalen, Sweden",,"Stockholm School of Economics, Stockholm, Sweden",,,
1977,Chemistry,250,Ilya,Prigogine,Ilya Romanovich Prigogine,male,1/25/17,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",5/28/03,Brussels,Brussels,Europe,Belgium,Belgium,"Brussels, Belgium",,"Université Libre de Bruxelles, Brussels, Belgium","University of Texas, Austin, TX, USA",,
1977,Economic Sciences,690,James E.,Meade,James E. Meade,male,6/23/07,Swanage,Swanage,Europe,United Kingdom,United Kingdom,"Swanage, United Kingdom",12/22/95,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1977,Physics,109,John H.,van Vleck,John Hasbrouck van Vleck,male,1899-03-13,"Middletown, CT","Middletown, CT",North America,USA,USA,"Middletown, CT, USA",10/27/80,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
1977,Physics,107,Philip W.,Anderson,Philip Warren Anderson,male,12/13/23,"Indianapolis, IN","Indianapolis, IN",North America,USA,USA,"Indianapolis, IN, USA",3/29/20,"Princeton, NJ","Princeton, NJ",North America,USA,USA,"Princeton, NJ, USA",,"Bell Telephone Laboratories, Murray Hill, NJ, USA",,,
1977,Physiology or Medicine,411,Roger,Guillemin,Roger Guillemin,male,1/11/24,Dijon,Dijon,Europe,France,France,"Dijon, France",,,,,,,,,"The Salk Institute, San Diego, CA, USA",,,
1977,Physiology or Medicine,413,Rosalyn,Yalow,Rosalyn Yalow,female,7/19/21,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",5/30/11,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Veterans Administration Hospital, Bronx, NY, USA",,,
1977,Physics,108,Sir Nevill F.,Mott,Sir Nevill Francis Mott,male,9/30/05,Leeds,Leeds,Europe,United Kingdom,United Kingdom,"Leeds, United Kingdom",8/8/96,Milton Keynes,Milton Keynes,Europe,United Kingdom,United Kingdom,"Milton Keynes, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1977,Literature,653,Vicente,Aleixandre,Vicente Aleixandre,male,1898-04-26,Sevilla,Sevilla,Europe,Spain,Spain,"Sevilla, Spain",12/14/84,Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain",,,,,
1978,Peace,538,Anwar,al-Sadat,Mohamed Anwar al-Sadat,male,12/25/18,Mit Abu al-Kawm,Mit Abu al-Kawm,Africa,Egypt,Egypt,"Mit Abu al-Kawm, Egypt",10/6/81,Cairo,Cairo,Africa,Egypt,Egypt,"Cairo, Egypt",,,,,
1978,Physics,111,Arno,Penzias,Arno Allan Penzias,male,4/26/33,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",,,,,,,,,"Bell Laboratories, Holmdel, NJ, USA",,,
1978,Physiology or Medicine,415,Daniel,Nathans,Daniel Nathans,male,10/30/28,"Wilmington, DE","Wilmington, DE",North America,USA,USA,"Wilmington, DE, USA",11/16/99,"Baltimore, MD","Baltimore, MD",North America,USA,USA,"Baltimore, MD, USA",,"Johns Hopkins University School of Medicine, Baltimore, MD, USA",,,
1978,Physiology or Medicine,416,Hamilton O.,Smith,Hamilton O. Smith,male,8/23/31,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Johns Hopkins University School of Medicine, Baltimore, MD, USA",,,
1978,Economic Sciences,691,Herbert,Simon,Herbert A. Simon,male,6/15/16,"Milwaukee, WI","Milwaukee, WI",North America,USA,USA,"Milwaukee, WI, USA",2/9/01,"Pittsburgh, PA","Pittsburgh, PA",North America,USA,USA,"Pittsburgh, PA, USA",,"Carnegie Mellon University, Pittsburgh, PA, USA",,,
1978,Literature,654,Isaac Bashevis,Singer,Isaac Bashevis Singer,male,7/14/04,Leoncin,Leoncin,Europe,Russian Empire,Poland,"Leoncin, Russian Empire (now Poland)",7/24/91,"Surfside, FL","Surfside, FL",North America,USA,USA,"Surfside, FL, USA",,,,,
1978,Peace,539,Menachem,Begin,Menachem Begin,male,8/16/13,Brest Litovsk,Brest Litovsk,Europe,Russian Empire,Belarus,"Brest Litovsk, Russian Empire (now Belarus)",3/9/92,Tel Aviv,Tel Aviv,Asia,Israel,Israel,"Tel Aviv, Israel",,,,,
1978,Chemistry,251,Peter,Mitchell,Peter D. Mitchell,male,9/29/20,Mitcham,Mitcham,Europe,United Kingdom,United Kingdom,"Mitcham, United Kingdom",4/10/92,Bodmin,Bodmin,Europe,United Kingdom,United Kingdom,"Bodmin, United Kingdom",,"Glynn Research Laboratories, Bodmin, United Kingdom",,,
1978,Physics,110,Pyotr,Kapitsa,Pyotr Leonidovich Kapitsa,male,1894-07-09,Kronshtadt,Kronshtadt,Europe,Russian Empire,Russia,"Kronshtadt, Russian Empire (now Russia)",4/8/84,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,"Academy of Sciences, Moscow, USSR (now Russia)",,,
1978,Physics,112,Robert Woodrow,Wilson,Robert Woodrow Wilson,male,1/10/36,"Houston, TX","Houston, TX",North America,USA,USA,"Houston, TX, USA",,,,,,,,,"Bell Laboratories, Holmdel, NJ, USA",,,
1978,Physiology or Medicine,414,Werner,Arber,Werner Arber,male,6/3/29,Gränichen,Gränichen,Europe,Switzerland,Switzerland,"Gränichen, Switzerland",,,,,,,,,"Biozentrum der Universität, Basel, Switzerland",,,
1979,Physics,114,Abdus,Salam,Abdus Salam,male,1/29/26,Jhang Maghiāna,Jhang Maghiāna,Asia,India,Pakistan,"Jhang Maghiāna, India (now Pakistan)",11/21/96,Oxford,Oxford,Europe,United Kingdom,United Kingdom,"Oxford, United Kingdom",,"International Centre for Theoretical Physics, Trieste, Italy","Imperial College, London, United Kingdom",,
1979,Physiology or Medicine,417,Allan M.,Cormack,Allan M. Cormack,male,2/23/24,Johannesburg,Johannesburg,Africa,South Africa,South Africa,"Johannesburg, South Africa",5/7/98,"Winchester, MA","Winchester, MA",North America,USA,USA,"Winchester, MA, USA",,"Tufts University, Medford, MA, USA",,,
1979,Peace,540,Anjezë Gonxhe,Bojaxhiu,Mother Teresa ,female,8/26/10,Uskup,Skopje,Europe,Ottoman Empire,North Macedonia,"Uskup, Ottoman Empire (now Skopje, North Macedonia)",9/5/97,Calcutta,Calcutta,Asia,India,India,"Calcutta, India",,,,,
1979,Chemistry,253,Georg,Wittig,Georg Wittig,male,1897-06-16,Berlin,Berlin,Europe,Germany,Germany,"Berlin, Germany",8/26/87,Heidelberg,Heidelberg,Europe,West Germany,Germany,"Heidelberg, West Germany (now Germany)",,"University of Heidelberg, Heidelberg, Germany",,,
1979,Physiology or Medicine,418,Godfrey N.,Hounsfield,Godfrey N. Hounsfield,male,8/28/19,Newark,Newark,Europe,United Kingdom,United Kingdom,"Newark, United Kingdom",8/12/04,Kingston upon Thames,Kingston upon Thames,Europe,United Kingdom,United Kingdom,"Kingston upon Thames, United Kingdom",,"Central Research Laboratories, EMI, London, United Kingdom",,,
1979,Chemistry,252,Herbert C.,Brown,Herbert C. Brown,male,5/22/12,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",12/19/04,"Lafayette, IN","Lafayette, IN",North America,USA,USA,"Lafayette, IN, USA",,"Purdue University, West Lafayette, IN, USA",,,
1979,Literature,655,Odysseus,Elytis,Odysseus Elytis,male,11/2/11,Iráklion,Iráklion,Europe,Crete,Greece,"Iráklion, Crete (now Greece)",3/18/96,Athens,Athens,Europe,Greece,Greece,"Athens, Greece",,,,,
1979,Physics,113,Sheldon,Glashow,Sheldon Lee Glashow,male,12/5/32,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Harvard University, Lyman Laboratory, Cambridge, MA, USA",,,
1979,Economic Sciences,693,Sir Arthur,Lewis,Sir Arthur Lewis,male,1/23/15,Castries,Castries,North America,British West Indies,Saint Lucia,"Castries, British West Indies (now Saint Lucia)",6/15/91,Bridgetown,Bridgetown,North America,Barbados,Barbados,"Bridgetown, Barbados",,"Princeton University, Princeton, NJ, USA",,,
1979,Physics,115,Steven,Weinberg,Steven Weinberg,male,5/3/33,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Harvard University, Cambridge, MA, USA",,,
1979,Economic Sciences,692,Theodore W.,Schultz,Theodore W. Schultz,male,4/30/02,"Arlington, SD","Arlington, SD",North America,USA,USA,"Arlington, SD, USA",2/26/98,"Evanston, IL","Evanston, IL",North America,USA,USA,"Evanston, IL, USA",,"University of Chicago, Chicago, IL, USA",,,
1980,Peace,541,Adolfo,Pérez Esquivel,Adolfo Pérez Esquivel,male,11/26/31,Buenos Aires,Buenos Aires,South America,Argentina,Argentina,"Buenos Aires, Argentina",,,,,,,,,,,,
1980,Physiology or Medicine,419,Baruj,Benacerraf,Baruj Benacerraf,male,10/29/20,Caracas,Caracas,South America,Venezuela,Venezuela,"Caracas, Venezuela",8/2/11,"Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,"Harvard Medical School, Boston, MA, USA",,,
1980,Literature,657,Czeslaw,Milosz,Czeslaw Milosz,male,6/30/11,Śeteniai,Śeteniai,Europe,Russian Empire,Lithuania,"Śeteniai, Russian Empire (now Lithuania)",8/14/04,Kraków,Kraków,Europe,Poland,Poland,"Kraków, Poland",,,,,
1980,Chemistry,222,Frederick,Sanger,Frederick Sanger,male,8/13/18,Rendcombe,Rendcombe,Europe,United Kingdom,United Kingdom,"Rendcombe, United Kingdom",11/19/13,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
1980,Physiology or Medicine,421,George D.,Snell,George D. Snell,male,12/19/03,"Bradford, MA","Bradford, MA",North America,USA,USA,"Bradford, MA, USA",6/6/96,"Bar Harbor, ME","Bar Harbor, ME",North America,USA,USA,"Bar Harbor, ME, USA",,"Jackson Laboratory, Bar Harbor, ME, USA",,,
1980,Physics,116,James,Cronin,James Watson Cronin,male,9/29/31,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",8/25/16,"St. Paul, MN","St. Paul, MN",North America,USA,USA,"St. Paul, MN, USA",,"University of Chicago, Chicago, IL, USA",,,
1980,Physiology or Medicine,420,Jean,Dausset,Jean Dausset,male,10/19/16,Toulouse,Toulouse,Europe,France,France,"Toulouse, France",6/6/09,"Palma, Majorca","Palma, Majorca",Europe,Spain,Spain,"Palma, Majorca, Spain",,"Université de Paris, Laboratoire Immuno-Hématologie, Paris, France",,,
1980,Economic Sciences,694,Lawrence R.,Klein,Lawrence R. Klein,male,9/14/20,"Omaha, NE","Omaha, NE",North America,USA,USA,"Omaha, NE, USA",10/20/13,"Gladwyne, PA","Gladwyne, PA",North America,USA,USA,"Gladwyne, PA, USA",,"University of Pennsylvania, Philadelphia, PA, USA",,,
1980,Chemistry,254,Paul,Berg,Paul Berg,male,6/30/26,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Stanford University, Stanford, CA, USA",,,
1980,Physics,117,Val,Fitch,Val Logsdon Fitch,male,3/10/23,"Merriman, NE","Merriman, NE",North America,USA,USA,"Merriman, NE, USA",2/5/15,"Princeton, NJ","Princeton, NJ",North America,USA,USA,"Princeton, NJ, USA",,"Princeton University, Princeton, NJ, USA",,,
1980,Chemistry,255,Walter,Gilbert,Walter Gilbert,male,3/21/32,"Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,,,,,,,,"Harvard University, Biological Laboratories, Cambridge, MA, USA",,,
1981,Physics,119,Arthur L.,Schawlow,Arthur Leonard Schawlow,male,5/5/21,"Mount Verno, NY","Mount Verno, NY",North America,USA,USA,"Mount Verno, NY, USA",4/28/99,"Palo Alto, CA","Palo Alto, CA",North America,USA,USA,"Palo Alto, CA, USA",,"Stanford University, Stanford, CA, USA",,,
1981,Physiology or Medicine,423,David H.,Hubel,David H. Hubel,male,2/27/26,"Windsor, ON","Windsor, ON",North America,Canada,Canada,"Windsor, ON, Canada",9/22/13,"Lincoln, MA","Lincoln, MA",North America,USA,USA,"Lincoln, MA, USA",,"Harvard Medical School, Boston, MA, USA",,,
1981,Literature,658,Elias,Canetti,Elias Canetti,male,7/25/05,Ruse,Ruse,Europe,Bulgaria,Bulgaria,"Ruse, Bulgaria",8/14/94,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,,,,
1981,Economic Sciences,695,James,Tobin,James Tobin,male,3/5/18,"Champaign, IL","Champaign, IL",North America,USA,USA,"Champaign, IL, USA",3/11/02,"New Haven, CT","New Haven, CT",North America,USA,USA,"New Haven, CT, USA",,"Yale University, New Haven, CT, USA",,,
1981,Physics,120,Kai M.,Siegbahn,Kai M. Siegbahn,male,4/20/18,Lund,Lund,Europe,Sweden,Sweden,"Lund, Sweden",7/20/07,Ängelholm,Ängelholm,Europe,Sweden,Sweden,"Ängelholm, Sweden",,"Uppsala University, Uppsala, Sweden",,,
1981,Chemistry,257,Kenichi,Fukui,Kenichi Fukui,male,10/4/18,Nara,Nara,Asia,Japan,Japan,"Nara, Japan",1/9/98,Kyoto,Kyoto,Asia,Japan,Japan,"Kyoto, Japan",,"Kyoto University, Kyoto, Japan",,,
1981,Physics,118,Nicolaas,Bloembergen,Nicolaas Bloembergen,male,3/11/20,Dordrecht,Dordrecht,Europe,the Netherlands,the Netherlands,"Dordrecht, the Netherlands",9/5/17,"Tucson, AZ","Tucson, AZ",North America,USA,USA,"Tucson, AZ, USA",,"Harvard University, Cambridge, MA, USA",,,
1981,Chemistry,258,Roald,Hoffmann,Roald Hoffmann,male,7/18/37,Zloczov,Zloczov,Europe,Poland,Ukraine,"Zloczov, Poland (now Ukraine)",,,,,,,,,"Cornell University, Ithaca, NY, USA",,,
1981,Physiology or Medicine,422,Roger W.,Sperry,Roger W. Sperry,male,8/20/13,"Hartford, CT","Hartford, CT",North America,USA,USA,"Hartford, CT, USA",4/17/94,"Pasadena, CA","Pasadena, CA",North America,USA,USA,"Pasadena, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1981,Physiology or Medicine,424,Torsten N.,Wiesel,Torsten N. Wiesel,male,6/3/24,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",,,,,,,,,"Harvard Medical School, Boston, MA, USA",,,
